,a0,a1,a2,a3,a4,a5,a6
4.96475,0.0019954338182286966,0.0,5.651972092904371e-05,0.0,-6.757605783364477e-05,0.0,0.0001602734967569789
4.96787,0.0019595671670709037,0.0,8.02920738947036e-05,0.0,-6.541090537910833e-05,0.0,0.00011502125143219772
4.97004,0.001959670967495077,0.0,5.2081148586318486e-05,0.0,-9.53317448639487e-06,0.0,0.00014212023882308406
4.9728,0.0018631863662118674,0.0,7.530054806327528e-05,0.0,-6.361470410809409e-05,0.0,0.00013833404867906698
4.97463,0.0018159284986227699,0.0,7.133292160006223e-05,0.0,-6.236223870628272e-05,0.0,9.106569441928647e-05
4.98471,0.0014944955644748824,0.0,3.958369895813431e-05,0.0,-6.10673746305687e-05,0.0,0.00010220980504419581
4.990069999999999,0.0013874982246995802,0.0,4.969545270114556e-05,0.0,-1.4537628673309779e-05,0.0,0.00010621257509119517
4.994669999999999,0.001168390716882547,0.0,6.710782882911617e-05,0.0,-4.3944847991438385e-05,0.0,7.47721301209754e-05
5.00464,0.0009066057464151967,0.0,3.899530197206327e-05,0.0,-3.0286446437613742e-05,0.0,3.690121982268003e-05
5.00999,0.0008281749201638122,0.0,2.4163424653228948e-05,0.0,-2.0476592138693867e-05,0.0,5.5975353262734236e-05
5.01484,0.0007143343554050398,0.0,4.6803499623876836e-05,0.0,-2.7726300283683574e-05,0.0,4.709153107742632e-05
5.01774,0.0006789399460156695,0.0,3.106006632075083e-05,0.0,-2.4122423086324652e-05,0.0,1.9939201886574796e-05
5.01786,0.0006823090482526167,0.0,2.8342376119666788e-05,0.0,-2.670567329971874e-05,0.0,2.6262854093879206e-05
5.019819999999999,0.0006744688377576468,0.0,5.344783355556065e-05,0.0,-5.117914768512392e-05,0.0,7.102772563800998e-06
5.0248,0.0006542409476777345,0.0,4.065638954646839e-05,0.0,-3.75414606670757e-05,0.0,7.549090115356286e-08
5.027830000000001,0.0006595195895909694,0.0,3.4325463993949105e-05,0.0,-4.754983737995297e-05,0.0,2.829191027075639e-05
5.0301,0.000668524396509345,0.0,1.9687984194345444e-06,0.0,-4.0466113813880606e-06,0.0,4.7740800987094374e-05
5.032780000000001,0.0007423089687921997,0.0,4.779724092736487e-05,0.0,-4.1705606316638425e-05,0.0,1.9425621046173165e-05
5.0359,0.0008109486257782412,0.0,2.853398360234448e-05,0.0,-4.1514315151832876e-05,0.0,4.78195184885774e-06
5.03871,0.0008501437108781318,0.0,3.7156915824778076e-05,0.0,-4.329006451873786e-05,0.0,-6.541467409845089e-06
5.041980000000001,0.0008624325277792942,0.0,4.7261800571967606e-05,0.0,-4.0370895779419196e-05,0.0,2.2703645474874772e-05
5.04479,0.00084241081857906,0.0,4.989373163989403e-05,0.0,-5.1832941265406134e-05,0.0,-1.2521327402614745e-05
5.04997,0.0008002011842576155,0.0,4.1836819790305115e-05,0.0,-2.1693555265818148e-05,0.0,3.8251388799866275e-05
5.05484,0.0006895463250539301,0.0,3.948529195794594e-05,0.0,-3.9164191351419545e-05,0.0,2.874967659345704e-06
5.0648800000000005,0.00043076573826546883,0.0,1.8772822347230197e-05,0.0,-2.0640367163843663e-05,0.0,6.725675130236078e-06
5.06991,0.0003613237670453917,0.0,8.115697833278843e-06,0.0,1.4409630106445844e-06,0.0,1.6797296045337572e-05
5.07448,0.0002916331121792148,0.0,1.8299166037460743e-05,0.0,-1.980158509506183e-05,0.0,4.394409577302723e-06
5.08419,0.00022483639405180522,0.0,2.126415938389661e-05,0.0,-1.0841766934433233e-05,0.0,7.025533904892938e-06
5.08999,0.0002118013792969761,0.0,2.66745676315408e-06,0.0,5.043260528024708e-06,0.0,4.082578670161258e-06
5.093719999999999,0.00020452657750693625,0.0,7.292475836421082e-06,0.0,-1.3252442253083137e-05,0.0,2.659246621598712e-06
5.09676,0.00021360436649994123,0.0,1.0582047673749613e-05,0.0,-3.135526329264124e-06,0.0,3.986862527737385e-06
5.09889,0.00020220096925850254,0.0,5.931293461136381e-06,0.0,4.0823754586363226e-08,0.0,1.960398411407499e-05
5.09999,0.00020193200711420188,0.0,3.0575120369493105e-05,0.0,-1.2201797936742013e-05,0.0,1.3677655390585672e-05
5.10043,0.00020217990106189012,0.0,8.573447012805454e-06,0.0,-1.0377844348869685e-05,0.0,1.7078973649718316e-05
5.100709999999999,0.00019910683576295694,0.0,5.266506007370506e-06,0.0,1.1842088697693186e-06,0.0,1.563001881474855e-05
5.10288,0.00019931214330382496,0.0,8.092931628974208e-06,0.0,-1.6039129593408714e-05,0.0,7.328627355072722e-06
5.1048599999999995,0.00019171876704304105,0.0,1.1989647989463755e-05,0.0,-6.255694616207088e-06,0.0,1.462452416537785e-05
5.1069,0.00019119187294147158,0.0,-1.3918285491779517e-06,0.0,-4.042410764385832e-06,0.0,8.019592156263167e-06
5.10878,0.00017732148069729754,0.0,2.1566184773802304e-05,0.0,-1.1549794689037372e-05,0.0,2.3715740322012707e-05
5.110040000000001,0.00017732274573811055,0.0,2.0103931562928184e-06,0.0,-7.715034870036944e-08,0.0,1.7113572244936766e-05
5.11075,0.00018137217665269346,0.0,-1.7542972794297058e-06,0.0,-2.3898729669385332e-05,0.0,2.46075935923014e-05
5.11384,0.00017979815874809039,0.0,-6.82950331913881e-06,0.0,-1.2435574296951253e-05,0.0,1.797847732489204e-05
5.1188,0.00015774220808886937,0.0,7.583473794126313e-06,0.0,-4.56286484561777e-06,0.0,1.76704794177339e-05
5.1237699999999995,0.00013916386835993356,0.0,4.987714066826536e-06,0.0,-1.6284081623431083e-05,0.0,1.8174215659453836e-05
5.12852,0.00012940452609366544,0.0,8.116461851177892e-06,0.0,-1.2784202590028957e-05,0.0,4.169663259967223e-06
5.12994,0.00012631636379817145,0.0,8.12594713313201e-06,0.0,-1.6849735540553821e-06,0.0,7.002983524040469e-06
5.1338099999999995,0.0001586581627222352,0.0,7.4822304094659086e-06,0.0,-9.548130027972587e-06,0.0,-4.569111307357633e-06
5.13888,0.00027700497484846,0.0,1.7483674001047416e-05,0.0,-3.7321567540212116e-05,0.0,2.294557279457061e-05
5.14165,0.0003346484467078902,0.0,1.3759927732005484e-05,0.0,-9.871516574219228e-06,0.0,1.1668831640956147e-06
5.1447400000000005,0.0003566291708929645,0.0,1.8918869370746556e-05,0.0,-1.4107595125584113e-05,0.0,1.3022954585610803e-05
5.14799,0.0003625544489162841,0.0,1.3697365326519539e-05,0.0,-1.5949040737275084e-05,0.0,1.2271480112516126e-05
5.15001,0.00037086839764029987,0.0,2.8033991446006467e-05,0.0,-4.866580140403919e-06,0.0,1.765503425648449e-05
5.150980000000001,0.000377324110820412,0.0,1.4328747883672934e-05,0.0,-1.2136538597854928e-05,0.0,7.824120042022368e-06
5.15704,0.0003625144266860172,0.0,1.6970425337520316e-05,0.0,-1.1162304684814638e-05,0.0,8.217048912299181e-06
5.15937,0.00033441384181898733,0.0,2.3847518092080793e-05,0.0,-1.8356502009713e-05,0.0,1.5222449552551485e-05
5.17005,0.00020979185928612728,0.0,4.6784020748578585e-06,0.0,-3.612735898659994e-06,0.0,1.5431739136955453e-05
5.18984,0.00013687085015295672,0.0,3.142906945985984e-06,0.0,8.118450163621045e-07,0.0,1.1335750134515292e-05
5.210030000000001,0.00012559106318007213,0.0,5.796494864756849e-06,0.0,-2.895424086111306e-06,0.0,8.195159645305288e-06
5.23003,0.00014519462200519647,0.0,1.117500070175319e-05,0.0,-2.081823427555427e-06,0.0,8.63204600755031e-06
5.2395,0.00020348873456576684,0.0,1.4469324504822293e-05,0.0,-1.620747046186582e-05,0.0,6.370067147529163e-06
5.24306,0.00022446012435061683,0.0,3.057281999166121e-06,0.0,-6.401461193204028e-07,0.0,1.453376581407404e-05
5.25013,0.0003412066117637613,0.0,1.2594478188851578e-05,0.0,-1.0148970499415539e-05,0.0,1.7004266210648643e-05
5.25994,0.00046074257501242015,0.0,4.903367449818176e-05,0.0,-2.973851122242837e-05,0.0,4.880374562773673e-05
5.26504,0.0004802752345835673,0.0,6.162257028921341e-06,0.0,-1.6878174860053398e-05,0.0,1.0771831622636813e-05
5.26998,0.0004574862243862201,0.0,3.571077306427419e-05,0.0,-3.1579114263895204e-05,0.0,2.84630543860643e-05
5.27496,0.0004090806582639096,0.0,2.037779448350038e-05,0.0,-7.588023814659331e-06,0.0,1.507449977079444e-05
5.27502,0.0004111345269621307,0.0,5.9086836491170625e-05,0.0,-1.8881156179724092e-05,0.0,2.3202564114864971e-07
5.2798099999999994,0.0003636855020277663,0.0,5.9631102632733225e-06,0.0,-1.8753208893543415e-05,0.0,1.7458436421511578e-05
5.28495,0.00030871126904101964,0.0,4.547297577089609e-06,0.0,-1.2628029426673056e-05,0.0,4.6083848560162985e-05
5.29016,0.0002834318284272249,0.0,3.826711122597339e-06,0.0,-2.4219628064032548e-05,0.0,3.4287372029249325e-05
5.29294,0.0002869668406890329,0.0,3.6391907086612004e-05,0.0,-1.7866914825658872e-05,0.0,2.312564305319414e-05
5.29767,0.0002817541826418583,0.0,1.7670261151755655e-05,0.0,-2.347758236022477e-05,0.0,3.998830253907803e-05
5.29972,0.000278918084815791,0.0,3.307192820060364e-05,0.0,-2.9434961140882154e-05,0.0,2.1493694620641285e-06
5.30238,0.0002638109069611848,0.0,-1.180980715162457e-05,0.0,-4.086076748906449e-06,0.0,6.227974420552132e-05
5.30823,0.00029467503438924855,0.0,6.5468207902777726e-06,0.0,-2.30549312871153e-05,0.0,3.824377872997532e-05
5.312880000000001,0.0003422326926260847,0.0,1.707490353491244e-05,0.0,-1.9590602616375753e-05,0.0,4.3371012586278565e-05
5.31752,0.00038814208588574113,0.0,-5.570099864815879e-06,0.0,-2.5968213108197717e-05,0.0,5.310076335168247e-05
5.32281,0.000436480839356779,0.0,1.346089730761094e-05,0.0,-3.098601112409093e-06,0.0,2.6407876122571552e-05
5.32768,0.0005082409777318254,0.0,3.284653021113585e-05,0.0,-4.219811338532128e-06,0.0,2.912983297935802e-05
5.33288,0.0005752267157678755,0.0,5.42875044167637e-05,0.0,-2.6100840649772518e-05,0.0,1.3821380943911463e-05
5.33291,0.0005509468151881606,0.0,2.7732935701897727e-05,0.0,-3.4181607808958756e-06,0.0,4.938461607583324e-05
5.33747,0.0005491075610679328,0.0,2.7649506085060675e-05,0.0,-1.2820596987836836e-05,0.0,4.316184345219212e-05
5.34274,0.0005004356807640132,0.0,4.459790992285649e-05,0.0,-2.2163611433364532e-05,0.0,6.313364217878396e-06
5.34293,0.0004918616776005648,0.0,2.8829582711539328e-05,0.0,-1.0291926002913597e-05,0.0,4.02169684523221e-05
5.34694,0.0004360758750579285,0.0,4.193673380353507e-05,0.0,-2.769036323248951e-05,0.0,7.523968124374999e-06
5.34826,0.00041908184543126647,0.0,2.6918715504815527e-05,0.0,-1.727074198329926e-05,0.0,2.861663611837148e-05
5.34858,0.0004079844317845121,0.0,2.823775838780541e-05,0.0,-1.9975033058235217e-05,0.0,1.345997643076979e-05
5.35205,0.0005209758067326865,0.0,3.142628082669376e-05,0.0,-1.9114687305379443e-05,0.0,2.3917856771667726e-05
5.3536,0.00045452883298390825,0.0,2.3323318969581766e-05,0.0,-4.925785931484456e-06,0.0,2.9107504043844207e-05
5.3579,0.0004795027908856012,0.0,2.0871428606799704e-05,0.0,-1.2415930585550942e-05,0.0,1.2613638278809478e-05
5.35797,0.0005232363686817141,0.0,2.4877500803380583e-05,0.0,-2.0124558547819634e-06,0.0,4.630143107906204e-05
5.3598300000000005,0.00043735248329952227,0.0,2.7404189300601355e-05,0.0,-2.232461842205164e-05,0.0,2.3875443314909438e-05
5.36189,0.00041141750517008103,0.0,2.1766064807216757e-05,0.0,-1.3483272460220956e-05,0.0,2.2496773251258423e-05
5.36386,0.0003901351591461709,0.0,2.29604401326489e-05,0.0,-1.2847818720671683e-05,0.0,2.222149872507427e-05
5.36605,0.00036654400024264456,0.0,1.5220491136190782e-05,0.0,-1.9234420193371667e-06,0.0,7.602429923038218e-06
5.368040000000001,0.00034015903258421807,0.0,2.181598929499095e-05,0.0,-1.5156516139388626e-05,0.0,7.0561822533031414e-06
5.36827,0.0003662153408348087,0.0,1.6937888588060145e-05,0.0,-1.1921804047200719e-05,0.0,3.10910133864308e-05
5.36965,0.0003459194428010465,0.0,1.514091770521217e-05,0.0,-2.5778325680948613e-05,0.0,1.8508056139218375e-05
5.3714900000000005,0.0004120638435525976,0.0,1.526302678887766e-05,0.0,-7.840670547121056e-06,0.0,3.3553307919027626e-05
5.373419999999999,0.0002862057909532402,0.0,1.9431212543443634e-05,0.0,-1.139734019228614e-05,0.0,2.7472109506223456e-05
5.3748,0.0001780422896303112,0.0,1.2642701135941508e-05,0.0,-1.541048433945207e-05,0.0,1.2589072906490465e-05
5.38009,7.304444224320813e-05,0.0,3.7391121620628598e-06,0.0,-2.6082202824079717e-06,0.0,5.8230557283874775e-06
5.3829199999999995,4.5200065036910354e-05,0.0,9.731293394688635e-07,0.0,1.1182790178057483e-06,0.0,2.2925997995143926e-06
5.3833400000000005,6.429349114231008e-05,0.0,2.6961045103084263e-06,0.0,2.4158546756643542e-06,0.0,6.532283526412103e-06
5.383859999999999,4.009633778630205e-05,0.0,2.018270452450016e-06,0.0,-5.413468815682841e-07,0.0,1.228101219415134e-06
5.38596,3.241442110459062e-05,0.0,2.2162837403454706e-06,0.0,1.549416259335397e-07,0.0,2.389905343570634e-06
5.38986,2.7674040501056e-05,0.0,2.179857042741372e-06,0.0,2.0513073977752793e-06,0.0,-9.423945943373337e-07
5.39308,2.778705952283175e-05,0.0,3.0778944936225155e-06,0.0,2.4288785025604655e-06,0.0,-2.0210243743490927e-06
5.40341,4.071432861476608e-05,0.0,4.1102145654305895e-06,0.0,3.5208697458450997e-07,0.0,3.6340392793492263e-06
5.41408,7.577031829690622e-05,0.0,4.328878699718748e-06,0.0,1.7131208614167323e-06,0.0,4.14782464108947e-06
5.42436,8.48595355389139e-05,0.0,3.939795264889916e-06,0.0,2.158334504578063e-06,0.0,7.026121010380463e-06
5.43541,7.477330681328296e-05,0.0,5.0160059500586305e-06,0.0,-1.3780911564615651e-08,0.0,5.100014574163508e-06
5.43926,6.647410491466593e-05,0.0,5.553002762937798e-06,0.0,2.8579250187761273e-07,0.0,2.7524568186107817e-06
5.4408199999999995,6.853051148590945e-05,0.0,6.877012201555047e-07,0.0,3.9564106473701205e-06,0.0,5.31059226438898e-06
