Run,Detector,Yield,Yield_err,Fit Status
run0202,det_h0-3,1.6907E-12,0.00768197,0
run0202,det_h0-4,0.49764,0.0300696,0
run0202,det_h0-5,0.594441,0.0289603,0
run0202,det_h0-6,0.570953,0.0205179,0
run0202,det_h0-7,0.506898,0.0228661,0
run0202,det_h1-0,4.35227E-11,0.00485513,0
run0202,det_h1-1,0.356461,0.0750525,1
run0202,det_h1-2,8.73767E-05,0.541981,0
run0202,det_h1-3,0.612519,0.0285694,0
run0202,det_h1-4,0.686268,0.0319352,0
run0203,det_h0-0,0.705071,0.043247,0
run0203,det_h0-1,0.874575,0.0769915,0
run0203,det_h0-2,0.269867,0.0767582,0
run0203,det_h0-3,0.813552,0.0330823,0
run0203,det_h0-4,0.943001,0.0276338,0
run0203,det_h0-5,1.11631,0.0318061,0
run0203,det_h0-6,0.909814,0.0439732,0
run0203,det_h0-7,2.71175E-10,0.00399738,0
run0203,det_h1-0,0.826246,0.027564,0
run0203,det_h1-1,0.303469,0.262982,0
run0203,det_h1-2,0.108093,0.0259584,0
run0203,det_h1-3,3.00362E-12,0.00916511,0
run0203,det_h1-4,1.15131,0.0426846,0
run0204,det_h0-0,2.06253E-12,0.00648512,0
run0204,det_h0-1,2.76156E-12,0.00749407,0
run0204,det_h0-2,0.398534,0.109103,0
run0204,det_h0-3,6.70905E-09,0.0257994,0
run0204,det_h0-4,1.98187,0.0801734,0
run0204,det_h0-5,1.54341,0.312268,0
run0204,det_h0-6,1.20952,0.116238,0
run0204,det_h0-7,0.836793,0.219626,0
run0204,det_h1-0,1.93167,0.0412196,0
run0204,det_h1-1,2.25522E-11,0.00738007,0
run0204,det_h1-2,0.607783,0.152903,0
run0204,det_h1-3,0.422075,0.240216,0
run0204,det_h1-4,1.9342,0.190735,0
run0205,det_h0-0,0.842534,0.0935574,0
run0205,det_h0-1,2.18714,0.109025,0
run0205,det_h0-2,0.0117556,0.0284812,0
run0205,det_h0-3,1.50918,0.0414686,0
run0205,det_h0-4,1.70013E-11,0.0434047,0
run0205,det_h0-5,1.77343,0.0480353,0
run0205,det_h0-6,1.74051,0.0501773,0
run0205,det_h0-7,0.879553,0.148456,0
run0205,det_h1-0,0.898084,0.130047,0
run0205,det_h1-1,5.29505E-15,0.00309879,0
run0205,det_h1-2,0.179378,0.0413376,0
run0205,det_h1-3,0.495069,0.248402,0
run0205,det_h1-4,2.18525,0.0589594,0
run0206,det_h0-0,2.2313,0.0356599,0
run0206,det_h0-1,2.54512,0.0283483,0
run0206,det_h0-2,1.44826E-13,0.00176989,0
run0206,det_h0-3,1.20942,0.0753179,0
run0206,det_h0-4,1.46283,0.173879,0
run0206,det_h0-5,2.40318,0.0263001,1
run0206,det_h0-6,2.22982,0.0227759,1
run0206,det_h0-7,1.12137,0.0740002,0
run0206,det_h1-0,1.0893,0.0959771,0
run0206,det_h1-1,1.29612,0.0902587,0
run0206,det_h1-2,0.701623,0.141459,0
run0206,det_h1-3,1.08841,0.386396,0
run0206,det_h1-4,2.60444,0.0595975,0
run0207,det_h0-0,3.70591,0.040386,0
run0207,det_h0-1,4.22113,0.0378261,0
run0207,det_h0-2,1.60663,0.115776,0
run0207,det_h0-3,0.00687196,0.018618,0
run0207,det_h0-4,2.54254,0.106264,0
run0207,det_h0-5,2.38015,0.147118,0
run0207,det_h0-6,3.72925,0.0341374,0
run0207,det_h0-7,1.97606,0.240843,0
run0207,det_h1-0,3.22303,0.0270701,0
run0207,det_h1-1,2.3098,0.107644,0
run0207,det_h1-2,1.52088,0.11357,0
run0207,det_h1-3,1.23748,0.54105,0
run0207,det_h1-4,4.44194,0.0420572,0
run0208,det_h0-0,4.50789,0.10526,0
run0208,det_h0-1,1.21326,0.0911374,0
run0208,det_h0-2,1.86525,0.257605,0
run0208,det_h0-3,2.3045,0.290363,0
run0208,det_h0-4,2.35392,0.331763,0
run0208,det_h0-5,0.000283639,104.619,0
run0208,det_h0-6,3.96148,0.145369,0
run0208,det_h0-7,3.4145,0.146425,0
run0208,det_h1-0,3.44974,0.106542,0
run0208,det_h1-1,2.60076,0.299717,0
run0208,det_h1-2,0.0685722,0.0204164,0
run0208,det_h1-3,3.3037,0.711746,0
run0208,det_h1-4,6.22303,0.0476934,0
run0209,det_h0-0,4.6606,0.0346402,0
run0209,det_h0-1,4.59462,0.181,0
run0209,det_h0-2,0.488479,0.287569,0
run0209,det_h0-3,3.93108,0.0312713,0
run0209,det_h0-4,4.18351,0.0381117,0
run0209,det_h0-5,4.19761,0.320297,0
run0209,det_h0-6,4.6141,0.0337421,0
run0209,det_h0-7,0.000197335,0.364608,0
run0209,det_h1-0,4.04136,0.036016,0
run0209,det_h1-1,2.31967,0.297798,1
run0209,det_h1-2,0.117136,0.0393111,0
run0209,det_h1-3,3.88084,0.328365,0
run0209,det_h1-4,5.46389,0.11144,0
run0210,det_h0-0,2.65303,0.111925,0
run0210,det_h0-1,3.59734,0.0327998,0
run0210,det_h0-2,4.05731E-11,0.00418774,0
run0210,det_h0-3,1.79698,0.0924967,0
run0210,det_h0-4,0.874527,1.27061,0
run0210,det_h0-5,2.22618,0.533739,0
run0210,det_h0-6,2.9992,0.0308826,0
run0210,det_h0-7,2.77391,0.0268608,0
run0210,det_h1-0,4.97319E-12,0.00058563,1
run0210,det_h1-1,1.98675,0.119925,0
run0210,det_h1-2,0.0331566,0.0229376,0
run0210,det_h1-3,0.871581,0.341602,0
run0210,det_h1-4,3.61768,0.0346002,0
run0211,det_h0-0,1.62552,0.0365986,0
run0211,det_h0-1,0.818874,0.0396034,1
run0211,det_h0-2,0.733364,0.0223648,0
run0211,det_h0-3,1.44023,0.0200566,0
run0211,det_h0-4,0.527671,0.0478619,0
run0211,det_h0-5,1.83445,0.0264662,0
run0211,det_h0-6,1.65988,0.023715,0
run0211,det_h0-7,0.743414,0.077352,0
run0211,det_h1-0,1.50861,0.0217878,0
run0211,det_h1-1,1.1462,0.0690954,0
run0211,det_h1-2,0.981979,0.0194207,0
run0211,det_h1-3,0.695688,0.143838,0
run0211,det_h1-4,1.57075,0.0596273,1
run0212,det_h0-0,0.845642,0.0106179,0
run0212,det_h0-1,0.992637,0.0146772,0
run0212,det_h0-2,0.28995,0.0153334,0
run0212,det_h0-3,0.573396,0.0247322,1
run0212,det_h0-4,0.773797,0.0136203,0
run0212,det_h0-5,0.699529,0.0220817,1
run0212,det_h0-6,0.810568,0.0169515,0
run0212,det_h0-7,0.763976,0.0116697,0
run0212,det_h1-0,0.672038,0.0230842,1
run0212,det_h1-1,0.596726,0.0118451,0
run0212,det_h1-2,0.179966,0.0370012,0
run0212,det_h1-3,0.8398,0.0201348,0
run0212,det_h1-4,0.990433,0.0163628,0
run0213,det_h0-0,0.486604,0.017697,0
run0213,det_h0-1,0.574891,0.0170286,0
run0213,det_h0-2,1.03187E-11,0.00151652,0
run0213,det_h0-3,0.44921,0.0155119,0
run0213,det_h0-4,0.481012,0.0132043,0
run0213,det_h0-5,0.613935,0.0157818,0
run0213,det_h0-6,0.414056,0.0177624,1
run0213,det_h0-7,0.469402,0.0224636,0
run0213,det_h1-0,0.456029,0.0160857,0
run0213,det_h1-1,0.391562,0.0132433,0
run0213,det_h1-2,0.299203,0.0169299,0
run0213,det_h1-3,0.45346,0.0191815,0
run0213,det_h1-4,0.595402,0.0198596,0
run0214,det_h0-0,0.379343,0.0101327,0
run0214,det_h0-1,0.352058,0.0119466,1
run0214,det_h0-2,0.181244,0.00930127,0
run0214,det_h0-3,0.29701,0.0234419,0
run0214,det_h0-4,0.308324,0.0228466,0
run0214,det_h0-5,0.383393,0.0130973,0
run0214,det_h0-6,0.354779,0.023572,0
run0214,det_h0-7,0.317485,0.0279178,0
run0214,det_h1-0,0.363763,0.0150739,1
run0214,det_h1-1,0.30088,0.00869035,0
run0214,det_h1-2,0.247491,0.0117092,0
run0214,det_h1-3,0.360529,0.0137374,0
run0214,det_h1-4,0.411498,0.0228712,0
run0215,det_h0-0,0.354773,0.0110908,1
run0215,det_h0-1,0.332524,0.0110375,1
run0215,det_h0-2,0.140444,0.0105261,0
run0215,det_h0-3,0.305382,0.0121371,0
run0215,det_h0-4,0.274126,0.0230604,0
run0215,det_h0-5,0.373174,0.0152692,0
run0215,det_h0-6,0.310921,0.0164857,0
run0215,det_h0-7,0.276335,0.016423,0
run0215,det_h1-0,0.301467,0.0112188,0
run0215,det_h1-1,0.243791,0.0085256,0
run0215,det_h1-2,0.202118,0.0172412,0
run0215,det_h1-3,0.293944,0.0140771,0
run0215,det_h1-4,0.378367,0.0151293,0
run0216,det_h0-0,0.406251,0.030236,0
run0216,det_h0-1,0.491999,0.0352442,0
run0216,det_h0-2,2.01983E-10,0.00348579,0
run0216,det_h0-3,1.20552E-11,0.007654,0
run0216,det_h0-4,0.385331,0.0327431,0
run0216,det_h0-5,0.00202956,0.00255621,0
run0216,det_h0-6,0.319679,0.0379078,0
run0216,det_h0-7,5.64968E-13,0.00726464,0
run0216,det_h1-0,4.01489E-11,0.00864858,0
run0216,det_h1-1,0.303659,0.0297484,0
run0216,det_h1-2,0.185067,0.0246081,0
run0216,det_h1-3,6.72717E-14,0.00431925,0
run0216,det_h1-4,0.392897,0.0257411,0
run0217,det_h0-0,0.31772,0.102384,0
run0217,det_h0-1,0.248108,0.0834652,0
run0217,det_h0-2,0.210798,0.0276302,0
run0217,det_h0-3,3.34688E-10,0.0108239,0
run0217,det_h0-4,0.464303,0.0382376,0
run0217,det_h0-5,0.260021,0.0473625,0
run0217,det_h0-6,1.33983E-12,0.00303873,0
run0217,det_h0-7,0.427644,0.0707199,0
run0217,det_h1-0,5.32486E-10,0.0112973,0
run0217,det_h1-1,0.372605,0.0382111,0
run0217,det_h1-2,0.139593,0.149183,0
run0217,det_h1-3,2.13545E-11,0.000993984,0
run0217,det_h1-4,0.621287,0.0370239,0
run0218,det_h0-0,0.604532,0.0371626,0
run0218,det_h0-1,0.717785,0.0290413,0
run0218,det_h0-2,0.205719,0.0374137,0
run0218,det_h0-3,3.41032E-12,0.00320145,0
run0218,det_h0-4,0.303064,0.0892282,0
run0218,det_h0-5,0.661658,0.0273162,0
run0218,det_h0-6,0.675014,0.0248706,0
run0218,det_h0-7,0.545818,0.0398538,0
run0218,det_h1-0,1.56195E-09,0.00929729,0
run0218,det_h1-1,5.63125E-13,0.00249445,0
run0218,det_h1-2,3.96833E-10,0.0658075,0
run0218,det_h1-3,0.447535,0.121906,0
run0218,det_h1-4,0.457968,0.0995947,0
run0219,det_h0-0,0.240242,0.0136516,0
run0219,det_h0-1,0.251274,0.0199144,0
run0219,det_h0-2,0.106475,0.017824,0
run0219,det_h0-3,0.0848825,0.0347819,0
run0219,det_h0-4,0.21486,0.0145245,0
run0219,det_h0-5,0.181722,0.0153949,0
run0219,det_h0-6,0.209662,0.0113856,0
run0219,det_h0-7,0.209184,0.0170112,0
run0219,det_h1-0,0.201999,0.0132668,0
run0219,det_h1-1,0.15997,0.0115949,0
run0219,det_h1-2,0.135223,0.011319,0
run0219,det_h1-3,0,0.00383442,0
run0219,det_h1-4,1.53703E-12,0.000916911,1
run0220,det_h0-0,0.103779,0.0137942,0
run0220,det_h0-1,0.125747,0.0141064,0
run0220,det_h0-2,0.0553622,0.0114032,0
run0220,det_h0-3,0.0858659,0.0106514,0
run0220,det_h0-4,0.133916,0.0323686,0
run0220,det_h0-5,0.12193,0.0164425,0
run0220,det_h0-6,0.13329,0.0194164,0
run0220,det_h0-7,0.123791,0.0160863,0
run0220,det_h1-0,0.122425,0.0109672,0
run0220,det_h1-1,1.82573E-09,0.0186415,0
run0220,det_h1-2,0.0585731,0.0102255,0
run0220,det_h1-3,0.0984295,0.0113044,0
run0220,det_h1-4,0.10139,0.00900085,0
run0221,det_h0-0,0.0916205,0.0112547,0
run0221,det_h0-1,0.110132,0.0105327,0
run0221,det_h0-2,0.0405508,0.0103639,0
run0221,det_h0-3,0.0662767,0.00996791,0
run0221,det_h0-4,0.0785947,0.0108692,0
run0221,det_h0-5,0.0999768,0.0246384,0
run0221,det_h0-6,0.0975417,0.0160301,0
run0221,det_h0-7,0.0698439,0.0131507,0
run0221,det_h1-0,0.100593,0.00702337,1
run0221,det_h1-1,2.20472E-12,0.00739301,1
run0221,det_h1-2,0.056624,0.031908,0
run0221,det_h1-3,0.0900554,0.00999795,0
run0221,det_h1-4,0.0959676,0.0136708,0
run0222,det_h0-0,0.137762,0.0154733,0
run0222,det_h0-1,0.0810087,0.0122986,0
run0222,det_h0-2,0.0104977,0.00688692,0
run0222,det_h0-3,0.0544905,0.0190251,0
run0222,det_h0-4,0.0697593,0.014863,0
run0222,det_h0-5,0.050432,0.0155474,0
run0222,det_h0-6,0.0777793,0.0124273,0
run0222,det_h0-7,0.104891,0.0151448,0
run0222,det_h1-0,0.0808087,0.0110563,0
run0222,det_h1-1,0.0522593,0.00924882,0
run0222,det_h1-2,0.0746404,0.00873764,0
run0222,det_h1-3,0.0834351,0.0152027,0
run0222,det_h1-4,0.134239,0.0173647,0
run0223,det_h0-0,5.00406E-14,0.00103031,0
run0223,det_h0-1,0.249302,0.0225834,0
run0223,det_h0-2,0.144019,0.0391782,0
run0223,det_h0-3,0.248389,0.02252,0
run0223,det_h0-4,0.252036,0.0445897,0
run0223,det_h0-5,0.236705,0.0333197,0
run0223,det_h0-6,0.119024,0.0524611,0
run0223,det_h0-7,0.20907,0.0158928,0
run0223,det_h1-0,0.213503,0.0182066,0
run0223,det_h1-1,1.85669E-11,0.00366693,0
run0223,det_h1-2,0.0030562,0.0016745,0
run0223,det_h1-3,1.11895E-09,0.00343851,0
run0223,det_h1-4,0.345761,0.0247516,0
run0224,det_h0-0,0.377798,0.0295318,0
run0224,det_h0-1,0.399484,0.0858782,0
run0224,det_h0-2,0.00421328,0.00398961,0
run0224,det_h0-3,2.63513E-11,0.00896632,0
run0224,det_h0-4,7.97583E-10,0.00761561,0
run0224,det_h0-5,0.26995,0.0448145,0
run0224,det_h0-6,0.124773,0.0356326,0
run0224,det_h0-7,4.39154E-05,0.859728,0
run0224,det_h1-0,0.152537,0.0429527,0
run0224,det_h1-1,0.200484,0.0433148,0
run0224,det_h1-2,0.18007,0.0192841,0
run0224,det_h1-3,5.40494E-10,0.0046928,0
run0224,det_h1-4,0.465133,0.0300126,0
run0225,det_h0-0,0.001808,0.00927271,0
run0225,det_h0-1,4.44563E-09,0.0335344,0
run0225,det_h0-2,0.0073597,0.00830823,0
run0225,det_h0-3,2.69012E-11,0.0202794,0
run0225,det_h0-4,1.01349E-11,0.0326543,0
run0225,det_h0-5,0.26428,0.0510273,0
run0225,det_h0-6,0.00952706,0.00423865,0
run0225,det_h0-7,0.0613432,0.140945,0
run0225,det_h1-0,0.152785,0.0253392,0
run0225,det_h1-1,0.126307,0.0213119,0
run0225,det_h1-2,1.23395E-11,0.0163717,0
run0225,det_h1-3,9.68938E-10,0.110328,0
run0225,det_h1-4,0.223538,0.0352145,0
run0226,det_h0-0,5.94862E-10,0.0182001,0
run0226,det_h0-1,3.22631E-12,0.0527916,0
run0226,det_h0-2,2.35057E-11,0.0117892,0
run0226,det_h0-3,0.317517,0.0604196,0
run0226,det_h0-4,5.49298E-11,0.0559658,0
run0226,det_h0-5,0.0133732,0.00627276,0
run0226,det_h0-6,0.156275,0.0255052,0
run0226,det_h0-7,0.224682,0.14016,0
run0226,det_h1-0,0.27538,0.039336,0
run0226,det_h1-1,3.00747E-09,0.0331826,0
run0226,det_h1-2,0.0490371,0.0340079,0
run0226,det_h1-3,7.74893E-11,0.132832,0
run0226,det_h1-4,8.62657E-09,0.0449321,0
run0227,det_h0-0,0.256054,0.636415,0
run0227,det_h0-1,0.673629,0.222205,0
run0227,det_h0-2,0.161768,0.186349,0
run0227,det_h0-3,1.33578E-09,0.151121,0
run0227,det_h0-4,0.228293,0.263951,0
run0227,det_h0-5,0.099962,0.0875815,0
run0227,det_h0-6,0.367349,0.100496,0
run0227,det_h0-7,0.260296,0.523284,0
run0227,det_h1-0,4.70442E-09,0.0236334,0
run0227,det_h1-1,0.325985,0.138915,0
run0227,det_h1-2,1.38623E-12,0.0103418,0
run0227,det_h1-3,4.80656E-07,15.9049,0
run0227,det_h1-4,4.19373E-10,0.0274447,0
run0228,det_h0-0,2.68881,0.129412,0
run0228,det_h0-1,2.3537,0.146473,0
run0228,det_h0-2,0.430456,0.676242,0
run0228,det_h0-3,1.97226,0.183653,0
run0228,det_h0-4,1.50881,4.07947,0
run0228,det_h0-5,2.8744E-08,1.96739,0
run0228,det_h0-6,2.32424,0.100442,0
run0228,det_h0-7,0.0757991,0.151546,0
run0228,det_h1-0,0.00565617,0.00674328,0
run0228,det_h1-1,1.21332E-08,0.432039,0
run0228,det_h1-2,0.0533667,0.140543,0
run0228,det_h1-3,4.47893E-08,5.15239,0
run0228,det_h1-4,4.30151E-08,0.281786,0
run0229,det_h0-0,0.10076,0.0761456,0
run0229,det_h0-1,7.22845E-10,0.0667497,0
run0229,det_h0-2,0.342097,0.0409894,0
run0229,det_h0-3,2.58675E-12,0.0207303,0
run0229,det_h0-4,1.45675E-09,0.321075,0
run0229,det_h0-5,0.112697,0.105039,0
run0229,det_h0-6,0.058155,0.0940761,0
run0229,det_h0-7,0.0763354,0.0836802,0
run0229,det_h1-0,6.10007E-14,0.0418681,0
run0229,det_h1-1,1.83085E-10,0.00929746,0
run0229,det_h1-2,0.468398,0.0417298,0
run0229,det_h1-3,2.71339E-09,0.0457379,0
run0229,det_h1-4,1.00678,0.0553862,0
run0230,det_h0-0,0.160407,0.0278633,0
run0230,det_h0-1,3.53775E-14,0.0129245,0
run0230,det_h0-2,0.0218689,0.0104615,0
run0230,det_h0-3,7.34529E-10,0.00326967,0
run0230,det_h0-4,0.00077253,0.130771,0
run0230,det_h0-5,2.21955E-09,0.0578625,0
run0230,det_h0-6,1.17514E-09,0.13513,0
run0230,det_h0-7,2.05314E-07,0.0125347,0
run0230,det_h1-0,0.113104,0.0238752,0
run0230,det_h1-1,3.81395E-09,0.01636,0
run0230,det_h1-2,3.28819E-11,0.0270301,0
run0230,det_h1-3,0.00506906,0.00404097,0
run0230,det_h1-4,5.9289E-09,0.0292336,0
run0231,det_h0-0,0.107813,0.0106519,0
run0231,det_h0-1,0.096366,0.0218506,0
run0231,det_h0-2,2.76822E-10,0.00665402,0
run0231,det_h0-3,0.0892267,0.0100366,0
run0231,det_h0-4,0.0985626,0.00833953,0
run0231,det_h0-5,0.116064,0.0127387,0
run0231,det_h0-6,0.100456,0.0155597,0
run0231,det_h0-7,0.0624871,0.0126367,0
run0231,det_h1-0,0.088032,0.0110862,0
run0231,det_h1-1,1.38386E-12,0.00011723,0
run0231,det_h1-2,0.0556754,0.0243777,0
run0231,det_h1-3,1.0878E-14,0.00066411,0
run0231,det_h1-4,0.139871,0.0122503,0
run0232,det_h0-0,5.25655E-10,0.00639251,0
run0232,det_h0-1,0.883526,0.100483,0
run0232,det_h0-2,0.0449474,0.0360125,0
run0232,det_h0-3,0.389167,0.549961,0
run0232,det_h0-4,0.761715,0.141164,0
run0232,det_h0-5,1.00883,0.105422,0
run0232,det_h0-6,1.80687E-10,0.0107012,0
run0232,det_h0-7,0.486853,0.137909,0
run0232,det_h1-0,0.813699,0.182603,0
run0232,det_h1-1,1.14112E-08,0.0205964,0
run0232,det_h1-2,0.0670082,0.0444065,0
run0232,det_h1-3,0.0405009,0.0336548,0
run0232,det_h1-4,1.07129,0.217939,0
run0233,det_h0-0,2.79372,0.0674003,0
run0233,det_h0-1,3.17194,0.246645,0
run0233,det_h0-2,0.0947814,0.0819317,0
run0233,det_h0-3,0.218554,0.0848999,0
run0233,det_h0-4,2.24012,0.100999,0
run0233,det_h0-5,0.0539594,0.115507,0
run0233,det_h0-6,1.80412,0.47842,0
run0233,det_h0-7,0.150693,0.119383,0
run0233,det_h1-0,1.00063E-09,0.0219791,0
run0233,det_h1-1,1.47551E-12,0.0323322,0
run0233,det_h1-2,0.0601787,0.104305,0
run0233,det_h1-3,0.223579,0.162735,0
run0233,det_h1-4,2.93335,0.734488,0
run0234,det_h0-0,0.313267,0.0480487,0
run0234,det_h0-1,0.620816,0.102316,0
run0234,det_h0-2,1.45871E-11,0.0136741,0
run0234,det_h0-3,0.422018,0.103838,0
run0234,det_h0-4,0.530332,0.023463,0
run0234,det_h0-5,0.563863,0.0772217,0
run0234,det_h0-6,0.507103,0.0196542,0
run0234,det_h0-7,2.61362E-11,0.0410981,0
run0234,det_h1-0,0.469042,0.0249998,0
run0234,det_h1-1,0.366245,0.0741252,0
run0234,det_h1-2,0.0547977,0.0570979,0
run0234,det_h1-3,0.00145594,0.00568124,0
run0234,det_h1-4,0.679867,0.0822669,0
run0235,det_h0-0,0.15934,0.014419,0
run0235,det_h0-1,0.171301,0.0161441,0
run0235,det_h0-2,0.0178453,0.0107849,0
run0235,det_h0-3,0.127625,0.0209642,0
run0235,det_h0-4,0.170012,0.0140318,0
run0235,det_h0-5,0.144897,0.0128292,0
run0235,det_h0-6,0.147494,0.0123433,0
run0235,det_h0-7,0.0886662,0.0208639,0
run0235,det_h1-0,0.158088,0.0120074,0
run0235,det_h1-1,0.108456,0.0175487,0
run0235,det_h1-2,0.0112219,0.0107954,0
run0235,det_h1-3,0.110446,0.0189972,0
run0235,det_h1-4,0.201632,0.0145788,0
run0236,det_h0-0,0.0715202,0.00670319,0
run0236,det_h0-1,0.0912244,0.0106248,0
run0236,det_h0-2,4.90024E-09,0.0129527,0
run0236,det_h0-3,0.0746794,0.0130813,0
run0236,det_h0-4,0.0652027,0.017896,0
run0236,det_h0-5,0.101255,0.0117061,0
run0236,det_h0-6,0.094528,0.0119294,0
run0236,det_h0-7,0.0629362,0.0190617,0
run0236,det_h1-0,0.0497732,0.00861223,0
run0236,det_h1-1,7.70031E-12,0.000261554,0
run0236,det_h1-2,0.0528543,0.0105534,0
run0236,det_h1-3,1.73934E-11,0.00177535,0
run0236,det_h1-4,0.0881694,0.0112552,0
run0237,det_h0-0,0.0555825,0.00688636,0
run0237,det_h0-1,0.0838475,0.0184441,0
run0237,det_h0-2,0.0296756,0.00904607,0
run0237,det_h0-3,0.0335203,0.00788913,0
run0237,det_h0-4,0.0469217,0.0114783,0
run0237,det_h0-5,0.0529885,0.0168487,0
run0237,det_h0-6,0.0420887,0.0101471,0
run0237,det_h0-7,0.0397931,0.00828174,0
run0237,det_h1-0,0.0611988,0.0099789,0
run0237,det_h1-1,0.0583303,0.00537711,1
run0237,det_h1-2,0.0282499,0.00906014,0
run0237,det_h1-3,0.0723254,0.00531188,1
run0237,det_h1-4,0.0484229,0.00705527,0
run0238,det_h0-0,0.0357634,0.00519262,0
run0238,det_h0-1,0.0288563,0.00515137,0
run0238,det_h0-2,0.0271199,0.0216492,0
run0238,det_h0-3,0.0396369,0.0070496,0
run0238,det_h0-4,0.0291296,0.00423362,0
run0238,det_h0-5,0.0534476,0.0258066,0
run0238,det_h0-6,0.0220493,0.00755323,0
run0238,det_h0-7,0.0120031,0.00515706,0
run0238,det_h1-0,0.0288013,0.00646563,0
run0238,det_h1-1,0.022937,0.00447695,0
run0238,det_h1-2,0.0162208,0.00650406,0
run0238,det_h1-3,0.0289379,0.00807104,0
run0238,det_h1-4,0.0442744,0.0098576,0
run0239,det_h0-0,0.0562698,0.00625442,0
run0239,det_h0-1,0.0524062,0.0080464,0
run0239,det_h0-2,0.0286362,0.012276,0
run0239,det_h0-3,0.0433162,0.00828562,0
run0239,det_h0-4,0.0590804,0.0112934,0
run0239,det_h0-5,0.0830729,0.0454884,0
run0239,det_h0-6,0.0398489,0.00735025,0
run0239,det_h0-7,0.0277865,0.0165921,0
run0239,det_h1-0,0.0526719,0.0108918,0
run0239,det_h1-1,0.0465877,0.00564658,0
run0239,det_h1-2,0.0209881,0.00604262,0
run0239,det_h1-3,0.0580897,0.0121528,0
run0239,det_h1-4,0.0760679,0.00983261,0
run0240,det_h0-0,6.70389E-12,0.00185555,0
run0240,det_h0-1,0.0827184,0.0441137,0
run0240,det_h0-2,1.04099E-11,0.00207497,0
run0240,det_h0-3,0.04057,0.0106876,0
run0240,det_h0-4,0.012217,0.0249431,0
run0240,det_h0-5,2.47184E-09,0.0110328,0
run0240,det_h0-6,0.0318251,0.0112585,0
run0240,det_h0-7,0.0521667,0.0181712,0
run0240,det_h1-0,8.42591E-09,0.0225478,0
run0240,det_h1-1,4.79452E-10,0.00528211,0
run0240,det_h1-2,0.010224,0.00375512,0
run0240,det_h1-3,1.95899E-11,0.00520522,0
run0240,det_h1-4,0.051335,0.0131402,0
run0241,det_h0-0,5.47682E-13,0.016699,0
run0241,det_h0-1,0.149514,0.0748904,0
run0241,det_h0-2,0.00142854,0.00159313,0
